Message_Name,Clickthrough__Date,URL
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 14:44,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 14:33,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:34,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 16:46,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:49,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:01,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:31,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 17:55,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:15,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:13,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:46,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 13:55,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 17:03,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni),11/6/2024 9:46,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:33,http://tigers.rit.edu/site/MessageViewer?em_id=18443.0&dlv_id=24301
13953_f1_ROAR Day - Launch (RIT Greeks),10/31/2024 15:13,https://give.rit.edu/roar-day-2024/?a=8621253&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=greek
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:35,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 17:16,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:02,http://tigers.rit.edu/site/MessageViewer?em_id=18426.0&dlv_id=24294
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 16:16,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:57,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 13:06,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13953_f1_ROAR Day - Launch (RIT Greeks),10/31/2024 12:01,http://tigers.rit.edu/site/MessageViewer?em_id=18427.0&dlv_id=24295
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 19:34,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:04,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:09,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:55,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:32,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:03,http://tigers.rit.edu/site/MessageViewer?em_id=18443.0&dlv_id=24301
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:02,http://tigers.rit.edu/site/MessageViewer?em_id=18428.0&dlv_id=24296
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:16,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 13:49,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 13:55,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:17,https://www.rit.edu/alumni/update?utm_source=email&utm_medium=blackbaud&utm_campaign=uadv-uyi&utm_content=adv-footer
13941_f1_ROAR Day - Launch (RIT Alumni),11/1/2024 7:07,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:06,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13956_f1_ROAR Day - Launch (RIT Parents),11/1/2024 23:45,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13953_f1_ROAR Day - Launch (RIT Greeks),10/31/2024 22:55,https://give.rit.edu/roar-day-2024/?a=8621253&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=greek
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 23:15,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 13:31,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:01,http://tigers.rit.edu/site/MessageViewer?em_id=18443.0&dlv_id=24301
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 19:55,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 15:58,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:46,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,11/1/2024 8:53,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 19:44,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 14:44,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 16:35,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 16:35,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:46,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 15:33,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 18:38,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:01,http://tigers.rit.edu/site/MessageViewer?em_id=18428.0&dlv_id=24296
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:54,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),11/1/2024 14:33,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:01,http://tigers.rit.edu/site/MessageViewer?em_id=18426.0&dlv_id=24294
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:47,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13953_f1_ROAR Day - Launch (RIT Greeks),10/31/2024 12:02,http://tigers.rit.edu/site/MessageViewer?em_id=18427.0&dlv_id=24295
13938_f1_ROAR Day - Launch (Sentinel Society),10/31/2024 19:13,https://give.rit.edu/pages/roar-day-social-media-toolkit?utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=sentinel
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:31,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:01,http://tigers.rit.edu/site/MessageViewer?em_id=18428.0&dlv_id=24296
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 13:23,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:01,http://tigers.rit.edu/site/MessageViewer?em_id=18428.0&dlv_id=24296
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:47,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:31,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:16,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 20:15,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:46,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:02,http://tigers.rit.edu/site/MessageViewer?em_id=18443.0&dlv_id=24301
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:25,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 13:00,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:51,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:51,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 14:19,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,11/2/2024 11:53,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:08,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:31,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13938_f1_ROAR Day - Launch (Sentinel Society),10/31/2024 12:46,http://give.rit.edu/roar-day-2024/?a=8900109&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=sentinel
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 20:35,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:04,http://tigers.rit.edu/site/MessageViewer?em_id=18426.0&dlv_id=24294
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 14:46,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 13:59,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 17:06,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:02,https://give.rit.edu/pages/roar-day-social-media-toolkit?utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:03,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 13:03,http://tigers.rit.edu/site/MessageViewer?em_id=18443.0&dlv_id=24301
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:18,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:18,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:19,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 18:18,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 18:03,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),11/1/2024 4:41,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni) Group 3,10/31/2024 12:46,http://tigers.rit.edu/site/MessageViewer?em_id=18442.0&dlv_id=24300
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 16:24,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni) Group 4,10/31/2024 14:33,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 19:06,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:12,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:41,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:50,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13941_f1_ROAR Day - Launch (RIT Alumni),10/31/2024 12:15,http://tigers.rit.edu/site/MessageViewer?em_id=18430.0&dlv_id=24298
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 23:49,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:32,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,11/5/2024 13:46,http://give.rit.edu/roar-day-2024/?a=8621244&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=alumni
13944_f1_ROAR Day - Launch (RIT Athletics),10/31/2024 12:38,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
13956_f1_ROAR Day - Launch (RIT Parents),10/31/2024 12:59,https://give.rit.edu/roar-day-2024/?a=8621255&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=parent
13953_f1_ROAR Day - Launch (RIT Greeks),10/31/2024 12:02,http://tigers.rit.edu/site/MessageViewer?em_id=18427.0&dlv_id=24295
13941_f1_ROAR Day - Launch (RIT Alumni) Group 2,10/31/2024 12:31,http://tigers.rit.edu/site/MessageViewer?em_id=18441.0&dlv_id=24299
13944_f1_ROAR Day - Launch (RIT Athletics),11/1/2024 7:53,http://give.rit.edu/roar-day-2024/?a=8621245&utm_source=blackbaud&utm_medium=email&utm_campaign=uadv-roar-day&utm_content=ath
